12x47SF                                 2000     16000
12x5                                    1000     20000
12x55MR                                 2000     19000
12x6                                    1000     18000
12x65WEP(F2B)                           1000     19000
12x6E                                   1000     17000
12x6EP(F2B)                             1000     20000
12x6SF                                  1000     16000
12x7                                    1000     17000
12x8                                    1000     19000
12x85F                                  1000     20000
12x8E                                   1000     19000
12x8SF                                  1000     15000
12x9                                    1000     20000
12x9W                                   1000     18000
134x135-3                               1000     15000
135x10                                  1000     13999
135x115N                                1000     16000
135x125                                 1000     13000
135x133                                 1000     16000
135x135                                 1000     15000
135x14                                  1000     13000
135x14W                                 1000     13000
135x9                                   1000     17000
138x10-4                                1000     13999
13x10                                   1000     13999
13x10E                                  1000     18000
13x10F                                  1000     15000
13x11                                   1000     13999
13x13-4                                 1000     13999
13x135N                                 1000     17000
13x13N                                  1000     16000
13x14                                   1000     13000
13x4                                    1000     17000
13x45EP(F2B)                            1000     18000
13x45EP                                 1000     18000
13x45MR                                 2000     18000
13x47SF                                 2000     15000
13x4E                                   1000     16000
13x4W                                   1000     17000
13x55E                                  1000     17000
13x55MR                                 3000     18000
13x6                                    1000     17000
13x65E(F2B)                             1000     16000
13x65E                                  1000     16000
13x7                                    1000     15000
13x7F                                   1000     18000
13x8                                    1000     18000
13x8E                                   1000     17000
13x9                                    1000     15000
144x105                                 1000     15000
144x12                                  1000     13000
144x13                                  1000     15000
144x135                                 2000     12000
144x14                                  1000     12000
145x11-4                                1000     12000
145x12-4                                1000     12000
145x13W                                 1000     13999
145x145N                                1000     13999
145x14N                                 1000     13000
14x10                                   1000     15000
14x10E                                  1000     16000
14x10F                                  1000     17000
14x11                                   1000     16000
14x12                                   1000     13999
14x12E                                  1000     16000
14x12N                                  1000     16000
14x13                                   1000     13999
14x135                                  1000     13999
14x135N                                 1000     13999
14x13N                                  1000     16000
14x14                                   1000     13000
14x14E                                  1000     13000
14x14N                                  1000     13000
14x47SF                                 2000     13999
14x4W                                   1000     16000
14x55MR                                 3000     17000
14x5N                                   1000     16000
14x6                                    1000     16000
14x6E                                   1000     17000
14x7                                    1000     15000
14x7E                                   1000     17000
14x8                                    1000     13999
14x85E                                  1000     16000
155x115W                                1000     12000
155x12-4                                1000     12000
155x12                                  1000     13999
155x125W                                1000     12000
155x12W                                 1000     13000
155x13N                                 1000     13999
1575x13-3                               1000     11000
15x10                                   1000     13000
15x10E                                  1000     15000
15x11-4                                 1000     12000
15x11                                   1000     12000
15x12                                   1000     15000
15x12F                                  1000     13999
15x12W                                  1000     13999
15x13                                   1000     13999
15x135-3                                1000     13999
15x13N                                  1000     15000
15x13W-3                                1000     12000
15x14                                   1000     15000
15x14N                                  1000     15000
15x4E                                   1000     15000
15x4W                                   1000     15000
15x55MR                                 2000     15000
15x6                                    1000     16000
15x6E                                   1000     16000
15x7                                    1000     15000
15x7E                                   1000     15000
15x8                                    1000     13999
15x8E                                   1000     15000
165x12                                  1000     12000
165x12W                                 1000     12000
165x13                                  1000     11000
165x13W                                 1000     11000
165x14                                  1000     12000
165x5W                                  1000     13999
16x10                                   1000     13000
16x10E                                  1000     15000
16x11                                   1000     12000
16x12                                   1000     12000
16x12E                                  1000     13999
16x13                                   1000     13000
16x13N                                  1000     12000
16x14                                   1000     13999
16x14N                                  1000     13000
16x15                                   1000     13000
16x16                                   1000     13000
16x4E                                   1000     15000
16x4W                                   1000     15000
16x55MR                                 1000     13999
16x6                                    1000     13999
16x6E                                   1000     15000
16x7                                    1000     13000
16x7E(3D)                               1000     12000
16x8                                    1000     13999
16x8E                                   1000     13999
175x18                                  1000     12000
17x10                                   1000     12000
17x10E                                  1000     13999
17x10N                                  1000     13000
17x10WE                                 1000     13000
17x12                                   1000     11000
17x125N                                 1000     13000
17x1275                                 1000     10000
17x12E                                  1000     13000
17x12N                                  1000     13000
17x12W                                  1000     11000
17x13                                   1000     13000
17x13N                                  1000     13000
17x18                                   1000     11000
17x4W                                   1000     13000
17x6                                    1000     13000
17x6E                                   1000     13000
17x7E                                   1000     13000
17x8                                    1000     13000
17x8E                                   1000     13000
17x8N                                   1000     12000
181x10                                  1000     11000
181x10W                                 1000     11000
181x11                                  1000     12000
181x12                                  1000     12000
185x1025WPN                             1000     11000
185x12WPN                               1000     13000
185x95                                  1000     11000
18x10                                   1000     12000
18x10E                                  1000     13000
18x10PN                                 1000     11000
18x11                                   1000     10000
18x11WPN                                1000     13000
18x12                                   1000     12000
18x12E                                  1000     13000
18x12WE                                 1000     12000
18x14                                   1000     12000
18x16                                   1000     13000
18x55MR                                 1000     13000
18x6W                                   1000     13000
18x8                                    1000     12000
18x8E                                   1000     12000
18x8W                                   1000     12000
195x115PN                               1000     10000
19x10E                                  1000     12000
19x11                                   1000     10000
19x12E                                  1000     12000
19x12WE                                 1000     12000
19x14                                   1000     12000
19x16                                   1000     11000
19x8E                                   1000     12000
19x8W                                   1000     11000
205x105PN                               1000     11000
205x105WPN                              1000     12000
205x10PN                                1000     10000
205x12WE                                1000     11000
205x135EPN                              1000     11000
205x14E                                 1000     11000
205x14EPN                               1000     11000
205x205E(CD)                            1000      8000
20x10                                   1000     11000
20x105PN                                1000     11000
20x10E                                  1000     11000
20x10PN                                 1000     11000
20x10W                                  1000     10000
20x11E                                  1000     11000
20x12                                   1000     11000
20x12WE                                 1000     11000
20x13E                                  1000     11000
20x14                                   1000     11000
20x15(WCAR-T6)                          1000     10000
20x15C                                  1000     11000
20x15E                                  1000     11000
20x16                                   1000     11000
20x18(F1-GT)                            1000     10000
20x18                                   1000      9000
20x225EP(CD)                            1000      8000
20x8                                    1000     12000
20x8E                                   1000     11000
20x8W                                   1000     11000
215x105PN                               1000     11000
215x10WPN                               1000     11000
215x13EPN                               1000     10000
21x105PN                                1000     11000
21x10PN                                 1000     11000
21x10W                                  1000     11000
21x10WPN                                1000     11000
21x12WE                                 1000     11000
21x135EPN                               1000     11000
21x13E                                  1000     11000
21x13WE                                 1000     11000
22x10                                   1000     10000
22x10E                                  1000     10000
22x11E                                  1000     10000
22x12E                                  1000     10000
22x12WE                                 1000      8000
22x13EPN                                1000      7000
22x8                                    1000     10000
24x12E                                  1000      9000
25x125E                                 1000      9000
26x13E                                  1000      8000
26x15E                                  1000      7000
27x13E                                  1000      8000
28x20-4                                 1000      7000
41x41E                                  1000     43000
42x2                                    1000     45000
42x4                                    1000     44000
44x4                                    1000     45000
45x35                                   1000     45000
45x4                                    1000     42000
45x41E                                  1000     43000
46x3                                    1000     44000
475x4                                   1000     42000
475x45E                                 5000     45000
475x45EC                                5000     45000
475x475E                                5000     43000
475x475EC                               5000     43000
475x55E                                 2000     43000
47x42E                                  6000     45000
4x33E                                   5000     45000
4x45E                                   6000     45000
4x4E-3                                  6000     45000
51x45E                                  3000     33000
51x50E-3                                1000     35000
51x50E                                  1000     38000
525x475E                                6000     41000
525x55E                                 1000     37000
525x625E                                6000     32000
52x60E                                  5000     43000
55x2                                    1000     45000
55x25                                   1000     42000
55x45E                                  1000     40000
55x47E                                  1000     33000
55x65E                                  6000     28000
57x3                                    1000     39000
5x3                                     1000     44000
5x37E-3                                 1000     35000
5x3E                                    1000     45000
5x43E                                   6000     45000
5x45E                                   5000     45000
5x46E                                   5000     45000
5x4E-3                                  5000     45000
5x4E-4                                  1000     37000
5x4R-RH                                 1000     42000
5x5E                                    1000     40000
5x5F                                    1000     38000
5x75E                                   1000     34000
63x4                                    1000     37000
65x29                                   2000     35000
65x37                                   2000     34000
65x50                                   1000     35000
65x55                                   1000     34000
65x60                                   1000     29000
65x65                                   1000     34000
6x2                                     1000     38000
6x3                                     1000     38000
6x3F                                    1000     38000
6x3R-RH                                 2000     42000
6x4                                     1000     37000
6x42E-3                                 1000     29000
6x43E                                   5000     40000
6x45E                                   6000     38000
6x4E                                    1000     38000
6x5                                     1000     30000
6x55E                                   1000     37000
6x6E                                    1000     37000
74x75C                                  1000     32000
74x76C                                  1000     28000
74x77C                                  1000     29000
74x78C                                  1000     30000
75x25                                   1000     31000
78x4                                    1000     29000
78x4C                                   1000     29000
78x6                                    1000     29000
78x6C                                   1000     29000
78x7                                    1000     30000
78x7C                                   1000     30000
7x10                                    1000     29000
7x3                                     1000     34000
7x38WSF                                 4000     17000
7x4                                     1000     34000
7x41SF                                  1000     14000
7x4E                                    1000     34000
7x4F                                    1000     34000
7x4SF                                   3000     26999
7x5                                     1000     30000
7x5E                                    1000     35000
7x5SF                                   2000     20000
7x6                                     1000     29000
7x65D                                   2000     29000
7x6E                                    1000     32000
7x6F                                    1000     33000
7x6SF                                   2000     26999
7x6W                                    1000     34000
7x7                                     1000     31000
7x7E                                    1000     27000
7x8                                     1000     25000
7x9                                     1000     23000
85x55                                   1000     26999
85x70                                   1000     26999
85x725                                  1000     26999
85x75                                   1000     28000
8625x375                                1000     25000
875x50                                  1000     22000
875x70N                                 1000     25000
875x70NN                                1000     25000
875x75N                                 1000     25000
875x75NN                                1000     26000
875x75W                                 1000     22000
875x775N                                1000     25000
875x775NN                               1000     26000
875x775W                                1000     26000
875x80N                                 1000     25000
875x80NN                                1000     26000
875x80W                                 1000     25000
875x825N                                1000     26000
875x825NN                               1000     25000
875x825W                                1000     25000
875x85N                                 1000     23000
875x85NN                                1000     24000
875x85W                                 1000     25000
875x875NN                               1000     23000
875x875W                                1000     25000
875x90NN                                1000     24000
875x90W                                 1000     25000
875x925NN                               1000     24000
875x925W                                1000     24000
875x95NN                                1000     23000
88x85                                   1000     25000
88x875                                  2000     24000
88x89                                   4000     25000
88x90                                   1000     24000
88x925                                  1000     25000
88x95                                   1000     20000
88x975                                  1000     26000
8x10                                    1000     25000
8x375                                   1000     29000
8x375W                                  1000     26999
8x38SF                                  4000     15000
8x4                                     1000     30000
8x41SF                                  2000      7000
8x42SFR                                 1000     28000
8x45MR                                  3000     29000
8x47SF                                  4000     15000
8x4E                                    1000     26000
8x4F                                    1000     29000
8x5                                     1000     30000
8x6                                     1000     25000
8x6E                                    1000     29000
8x6SF                                   2000     16000
8x7                                     1000     25000
8x73                                    1000     24000
8x8                                     1000     24000
8x8E                                    1000     26000
8x9                                     1000     25000
925x50                                  1000     23000
925x525                                 1000     25000
925x55                                  1000     25000
925x575                                 1000     24000
925x60                                  1000     24000
93x3                                    1000     25000
95x45                                   1000     25000
95x5MR                                  3000     24000
95x6                                    1000     25000
95x65N                                  1000     21000
95x75N                                  1000     23000
95x7N                                   1000     23000
95x85N                                  1000     22000
95x8N                                   1000     24000
9625x375N                               1000     18000
9x10                                    1000     23000
9x3                                     1000     26000
9x37SF                                  5000     23000
9x38SF                                  3000     22000
9x3N                                    1000     23000
9x4                                     1000     26999
9x41SF                                  1000     18000
9x44SFR                                 1000     24000
9x45E                                   1000     26000
9x45MR                                  3000     26000
9x45MRF-RH                              1000     22000
9x45R-RH                                1000     28000
9x46SF                                  2000     10000
9x47SF                                  3000     22000
9x5                                     1000     25000
9x5F                                    1000     26000
9x6-3                                   1000     24000
9x6-4                                   1000     24000
9x6                                     1000     22000
9x65                                    1000     24000
9x6E                                    1000     22000
9x6N                                    1000     25000
9x6SF                                   2000     21000
9x7                                     1000     25000
9x75                                    1000     24000
9x75C                                   1000     24000
9x75E                                   1000     26000
9x75SF                                  2000     21000
9x8                                     1000     22000
9x85                                    1000     25000
9x8E-3                                  1000     19000
9x9                                     1000     21000
9x9E                                    1000     21000
